Wenn nicht mehr Zahlen und Figuren

"Jetzt wird er ans Kreuz geschlagen."	Suspense --- Uneasiness

Und die Angst beflügelt den eilenden Fuß,	Suspense --- Uneasiness
Ihn jagen der Sorge Qualen;	Suspense --- Uneasiness
Da schimmern in Abendrots Strahlen	Suspense
Von ferne die Zinnen von Syrakus,	Suspense
Und entgegen kommt ihm Philostratus,	Suspense
Des Hauses redlicher Hüter,	Suspense
Der erkennet entsetzt den Gebieter:	Suspense

"Zurück! du rettest den Freund nicht mehr,	Sadness
So rette das eigene Leben!	Sadness
Den Tod erleidet er eben.	Sadness
Von Stunde zu Stunde gewartet' er	Sadness
Mit hoffender Seele der Wiederkehr,	Sadness
Ihm konnte den mutigen Glauben	Sadness
Der Hohn des Tyrannen nicht rauben."	Sadness

"Und ist es zu spät, und kann ich ihm nicht,	Sadness
Ein Retter, willkommen erscheinen,	Sadness
So soll mich der Tod ihm vereinen.	Sadness
Des rühme der blut'ge Tyrann sich nicht,	Sadness
Daß der Freund dem Freunde gebrochen die Pflicht,	Sadness
Er schlachte der Opfer zweie	Sadness
Und glaube an Liebe und Treue!"	Sadness

Und die Sonne geht unter, da steht er am Tor,	Suspense --- Uneasiness
Und sieht das Kreuz schon erhöhet,	Suspense --- Uneasiness
Das die Menge gaffend umstehet;	Suspense --- Uneasiness
An dem Seile schon zieht man den Freund empor,	Suspense --- Uneasiness
Da zertrennt er gewaltig den dichter Chor:	Suspense
"Mich, Henker", ruft er, "erwürget!	Suspense
Da bin ich, für den er gebürget!"	Suspense

Und Erstaunen ergreifet das Volk umher,	Beauty / Joy
In den Armen liegen sich beide	Beauty / Joy
Und weinen vor Schmerzen und Freude.	Beauty / Joy
Da sieht man kein Augen tränenleer,	Beauty / Joy
Und zum Könige bringt man die Wundermär';	Beauty / Joy
Der fühlt ein menschliches Rühren,	Beauty / Joy
Läßt schnell vor den Thron sie führen,	Beauty / Joy

Und blicket sie lange verwundert an.	Beauty / Joy
Drauf spricht er: "Es ist euch gelungen,	Beauty / Joy
Ihr habt das Herz mir bezwungen;	Beauty / Joy
Und die Treue, sie ist doch kein leerer Wahn -	Beauty / Joy
So nehmet auch mich zum Genossen an:	Beauty / Joy
Ich sei, gewährt mir die Bitte,	Beauty / Joy
In eurem Bunde der dritte!"	Beauty / Joy


Tränen des Vaterlandes / Anno 1636

Wir sind doch nunmehr ganz, ja mehr denn ganz verheeret!	Annoyance
Der frechen Völker Schar, die rasende Posaun	Annoyance
Das vom Blut fette Schwert, die donnernde Karthaun	Annoyance
Hat aller Schweiß, und Fleiß, und Vorrat aufgezehret.	Annoyance

Die Türme stehn in Glut, die Kirch' ist umgekehret.	Sadness
Das Rathaus liegt im Grauß, die Starken sind zerhaun,	Sadness
Die Jungfern sind geschänd't, und wo wir hin nur schaun	Sadness --- Uneasiness
Ist Feuer, Pest, und Tod, der Herz und Geist durchfähret.	Sadness --- Uneasiness

Hier durch die Schanz' und Stadt rinnt allzeit frisches Blut.	Uneasiness
Dreimal sind schon sechs Jahr, als unser Ströme Flut	Uneasiness
Von Leichen fast verstopft, sich langsam fort gedrungen.	Uneasiness

Doch schweig' ich noch von dem, was ärger als der Tod,	Sadness
Was grimmer denn die Pest, und Glut und Hungersnot,	Sadness
Das auch der Seelen Schatz, so vielen abgezwungen.	Sadness


Vorfrühling

Pralle Wolken jagen sich in Pfützen	Beauty / Joy
Aus frischen Leibesbrüchen schreien Halme Ströme	Beauty / Joy
Die Schatten stehn erschöpft.	Beauty / Joy
Auf kreischt die Luft	Uneasiness
Im Kreisen, weht und heult und wälzt sich	Uneasiness
Und Risse schlitzen jählings sich	Uneasiness
und narben	Uneasiness
Am grauen Leib.	Uneasiness
Das Schweigen tappet schwer herab	Uneasiness
Und lastet!	Uneasiness
Da rollt das Licht sich auf	Uneasiness
Jäh gelb und springt	Uneasiness
Und Flecken spritzen -	Uneasiness
Verbleicht	Uneasiness
Und	Beauty / Joy
Pralle Wolken tummeln sich in Pfützen.	Beauty / Joy


Lover's Seat

Im Abend sind wir steile	Beauty / Joy
grünbebuschte Dünenwege hingeschritten.	Beauty / Joy
Du ruhst an mich gedrängt.	Beauty / Joy
Die Kreideklippe schwingt ihr schimmerndes Gefieder	Beauty / Joy
über tiefem Meere.	Beauty / Joy
Hier, wo der Fels	Beauty / Joy
in jäher Todesgier ins Leere	Beauty / Joy
Hinüberlehnt, sind einst zwei Liebende	Beauty / Joy
ins weiche blaue Bett geglitten.	Beauty / Joy

Fern tönt die Brandung.	Beauty / Joy
Zwischen Küssen lausch ich der Legende,	Beauty / Joy
Die lachend mir dein Mund	Beauty / Joy
in den erglühten Sommerabend spricht.	Beauty / Joy
Doch tief mich beugend	Sadness
seh' ich wie im Glück erstarren dein Gesicht	Sadness
Und dumpfe Schwermut	Sadness
hinter deinen Wimpern warten und das nahe Ende.	Sadness


Kriegslied

Empor mein Volk! Das Schwert zur Hand!	Suspense
Und brich hervor in Haufen!	Suspense
Vom heil’gen Zorn ums Vaterland	Annoyance
Mit Feuer laß dich taufen!	Annoyance
Der Erbfeind beut dir Schmach und Spott,	Annoyance
Das Maß ist voll, zur Schlacht mit Gott!	Annoyance
Vorwärts!	Annoyance

Dein Haus in Frieden auszubau’n	Annoyance
Stand all dein Sinn und Wollen,	Annoyance
Da bricht den Hader er vom Zaun	Annoyance
Von Gift und Neid geschwollen.	Annoyance
Komm über ihn und seine Brut	Annoyance --- Uneasiness
Das frevelhaft vergossne Blut!	Annoyance --- Uneasiness
Vorwärts!	Annoyance --- Uneasiness

Wir träumen nicht von raschem Sieg,	Annoyance
Von leichten Ruhmeszügen,	Annoyance
Ein Weltgericht ist dieser Krieg	Annoyance
Und stark der Geist der Lügen.	Annoyance
Doch der einst unsrer Väter Burg,	Annoyance
Getrost, er führt auch uns hindurch!	Annoyance
Vorwärts!	Annoyance

Schon läßt er klar bei Tag und Nacht	Annoyance
Uns seine Zeichen schauen,	Annoyance
Die Flammen hat er angefacht	Annoyance
In allen deutschen Gauen.	Annoyance
Von Stamm zu Stamme lodert's fort:	Annoyance
Kein Mainstrom mehr, kein Süd und Nord!	Annoyance
Vorwärts!	Annoyance

Voran denn, kühner Preußenaar,	Annoyance
Voran durch Schlacht und Grausen!	Annoyance
Wie Sturmwind schwellt dein Flügelpaar	Annoyance
Vom Himmel her ein Brausen,	Annoyance
Das ist des alten Blüchers Geist,	Annoyance
Der dir die rechte Straße weist.	Annoyance
Vorwärts!	Annoyance

Flieg, Adler, flieg! Wir stürmen nach,	Annoyance
Ein einig Volk in Waffen.	Annoyance
Wir stürmen nach, ob tausendfach	Annoyance
Des Todes Pforten klaffen.	Annoyance
Und fallen wir: flieg Adler, flieg!	Annoyance
Aus unsrem Blute wächst der Sieg.	Annoyance
Vorwärts!	Annoyance


Der Panther

Sein Blick ist vom Vorübergehn der Stäbe	Sadness
so müd geworden, dass er nichts mehr hält.	Sadness
Ihm ist, als ob es tausend Stäbe gäbe	Sadness
und hinter tausend Stäben keine Welt.	Sadness

Der weiche Gang geschmeidig starker Schritte,	Sadness --- Annoyance
der sich im allerkleinsten Kreise dreht,	Sadness --- Annoyance
ist wie ein Tanz von Kraft um eine Mitte,	Sadness --- Annoyance
in der betäubt ein großer Wille steht.	Sadness --- Annoyance

Nur manchmal schiebt der Vorhang der Pupille	Sadness
sich lautlos auf -. Dann geht ein Bild hinein,	Sadness
geht durch der Glieder angespannte Stille -	Sadness
und hört im Herzen auf zu sein.	Sadness


Aus alten Märchen winkt es

Aus alten Märchen winkt es	Nostalgia --- Beauty / Joy
Hervor mit weißer Hand,	Nostalgia --- Beauty / Joy
Da singt es und da klingt es	Nostalgia --- Beauty / Joy
Von einem Zauberland:	Nostalgia --- Beauty / Joy

Wo große Blumen schmachten	Beauty / Joy
Im goldnen Abendlicht,	Beauty / Joy
Und zärtlich sich betrachten	Beauty / Joy
Mit bräutlichem Gesicht; -	Beauty / Joy

Wo alle Bäume sprechen	Beauty / Joy
Und singen, wie ein Chor,	Beauty / Joy
Und laute Quellen brechen	Beauty / Joy
Wie Tanzmusik hervor; -	Beauty / Joy

Und Liebesweisen tönen,	Beauty / Joy
Wie du sie nie gehört,	Beauty / Joy
Bis wundersüßes Sehnen	Beauty / Joy
Dich wundersüß betört!	Beauty / Joy

Ach, könnt ich dorthin kommen,	Nostalgia --- Beauty / Joy
Und dort mein Herz erfreun,	Nostalgia --- Beauty / Joy
Und aller Qual entnommen,	Nostalgia --- Beauty / Joy
Und frei und selig sein!	Nostalgia --- Beauty / Joy

Ach! jenes Land der Wonne,	Nostalgia --- Beauty / Joy
Das seh ich oft im Traum;	Nostalgia --- Beauty / Joy
Doch kommt die Morgensonne,	Nostalgia --- Sadness
Zerfließts wie eitel Schaum.	Nostalgia --- Sadness


Lockung

Hörst du nicht die Bäume rauschen	Beauty / Joy
Draußen durch die stille Rund?	Beauty / Joy
Lockts dich nicht, hinabzulauschen	Beauty / Joy
Von dem Söller in den Grund,	Beauty / Joy
Wo die vielen Bäche gehen	Beauty / Joy
Wunderbar im Mondenschein	Beauty / Joy
Und die stillen Schlösser sehen	Beauty / Joy
In den Fluß vom hohen Stein?	Beauty / Joy

Kennst du noch die irren Lieder	Nostalgia --- Beauty / Joy
Aus der alten, schönen Zeit?	Nostalgia --- Beauty / Joy
Sie erwachen alle wieder	Nostalgia --- Beauty / Joy
Nachts in Waldeseinsamkeit,	Nostalgia --- Beauty / Joy
Wenn die Bäume träumend lauschen	Beauty / Joy
Und der Flieder duftet schwül	Beauty / Joy
Und im Fluß die Nixen rauschen –	Beauty / Joy
Komm herab, hier ists so kühl.	Vitality


